ID,Title_CN,Fable_CN,Moral_CN,TOC
288,羔羊与狼,从前，有这么一只活泼好动的小羊羔，农夫为了保它免受伤害，就把它放在了羊圈的茅草棚顶上。这小羊正在草棚顶的边缘闲看的时候，突然注意到一只狼，就开始嘲笑它，对它吐口水（扮鬼脸），尽情地辱骂它。“我听见你了，”那只狼说，“我对你所说所做的丝毫没有怨恨。当你在那上面的时候，是屋顶在说话，而不是你。,谨言慎行。,狼
289,城鼠与乡鼠,那么一只城里的老鼠曾经去看望住在乡下的亲戚，用餐的时候乡下老鼠端上了小麦梗、根茎以及橡子，饮料是一杯冷水。城里老鼠只少量的吃了一点点，表现出来只是出于礼貌才吃这种简单粗陋的食物。吃完午餐后这两位朋友进行了一段相当长的聊天，更确切的说是城里老鼠向乡下老鼠学习丰富实用的生活技能。,这篇文章寓意是：不同的环境可以提供不同的机会，互相学习可以让我们获得新的技能和见解，从而拓宽我们的视野。,其他
290,狐狸和葡萄,一天，狐狸发现一个悬挂在树枝上的藤上，上面挂着一串极其美丽、成熟饱满的葡萄，看起来爆破的汁水，狐狸口水直流，用又饥又渴的目光望着它们。可是，葡萄挂在很高的树枝上，狐狸要跳起来去摘它。第一次跳，它落得十分远；于是它走近一点，再一跳，依然没有成功；它又近一点，再一跳，终于它到了葡萄的范围，成功的摘到一个。,这篇文章的寓意是：没有任何事物是轻而易举的，只有不懈努力才能获得成功。,狐狸
291,一捆棍子,一位父亲有一家子弟，他们总是彼此争吵。没有他说的话有半点用处，所以他在脑海里想出一些非常引人注目的例子，让他们看到不和谐会导致他们不幸。有一天，争吵比平时更加剧烈，每个儿子都生气地抑郁着，他让其中一个儿子给他带一捆棍子。然后，他把这捆棍子一一递给他的兄弟，让他们看一看，当谁站出来接受棍子时，他的儿子才发现棍子是一根又一根地接合起来的，那表明他们能够联合起来，而不是互相斗争。,该文章的寓意是：和谐相处才能实现更大的成功，抱团取暖是比争吵更有意义的选择。,其他
292,狼与鹤,"狼吞食猎物如此地贪婪以致于一根骨头卡在他的喉咙里，痛苦至极，嚎叫着跑过森林，哀求每一只动物帮他拔出骨头。他甚至给出丰厚地奖赏给任何一个成功拔出来的人。他的恳求和这笔可观的酬金感动了鹤，便将自己的长脖子伸到狼的喉咙里，取出了骨头。她谨慎地要求着那份狼允诺的报酬，但是狼只是咧嘴一笑，露出了他的牙齿。

“忘恩负义的家伙!” 他回答，似乎很气愤。“你怎敢要求除生命之外的其他回报?” 毕竟，你是为数不多的几个敢说自己把头伸进了狼嘴里，又被允许安全地把它拉出来的人之一。”",当你为恶人服务时，不要期待回报。如果你因自己的痛苦而免受伤害，你应该心存感激。,狼
293,驴子和他的司机,一头驴被牵驾着穿过一条通往山腰的路，突然他愚蠢地想自己选择路径。他可以看到他的棚子在山脚下，对他来说最快的路线似乎是跳下最近的悬崖。就在他要跳下悬崖时，他的主人抓住他的尾巴试着把他拉回来，但是顽固的驴不愿意让步，拼命拉扯。好吧，他的主人最终将他拉回回家。,这里的寓意是，即使你有决定自己要走的路，有时候有人可以帮助你把你带回正确的路上。,驴
294,牛车轮,"一对牛在泥泞的乡村小路上拉着满载重货的车辆，他们下了苦力，可也没有一丝抱怨。而车轮却有另一番景象，他们的负担比牛轻得多，可是每转一次，就嘎然而止，痛苦不堪。可怜的牛下苦力把车子拉出泥泞，耳里却听着车轮唉叹的哀号，这实在使他们的苦劳又多一分沉重。
",这篇文章提醒我们，我们应当珍惜并充分利用自己的才能，而不是沉溺于苦劳之中，以达到所要达到的目标。,其他
295,狮子和老鼠,一天，狮子睡着了，一只小老鼠在他身上跑上跑下，把他吵醒了。狮子非常生气，用爪子抓住老鼠，准备吃掉它。“求你放了我吧，”老鼠哭喊道，“我永远不会忘记您的恩情的，说不准哪天我能帮上你什么忙呢。”一个不足挂齿的小生命要为自己做事，狮子被如此荒谬的想法逗笑了，于是抬起爪子放了它。不久，老鼠报恩的机会终于来了。有一天，狮子被猎人们布好的陷阱困住了，猎人们想要把活狮子献给国王，先把狮子捆在树上，去找四轮马车运走。这时，小老鼠碰巧路过，看到了狮子的悲惨处境，就走到狮子面前，很快就咬断了绑住这百兽之王的绳子。小老鼠说：“看我说的对吧？”,朋友虽小，也能帮上大忙。,老鼠
296,牧童与狼,一个牧童在村边放羊。好几次他大叫：“狼来了!狼来了!”村民们闻声赶来，哪里有什么狼!牧童看到他们惊慌失措的样子，不禁哈哈大笑起来。后来，狼真的来了。牧童吓坏了，他慌忙大叫：“狼来了!狼来了!快来帮忙啊，狼在吃羊了!”然而，他喊破喉咙，也没有人前来帮忙。,一贯说谎的人即使说了真话，也没有人会相信。,狼
297,蚊子和公牛,一只小蚊子在草原上飞行，它虽然体型很小却发出很大的嗡嗡声，它最终飞到了一头公牛的角上停下来休息。待它休息片刻后，它准备飞走，在离开之前，它向公牛赔礼道歉，说道：“我的去世你应该很高兴吧？”“没什么，”公牛回答道，“我甚至都没有注意到你在这里。”,寓意：即使自己微不足道，也要尊重别人，为自己的行为负责。,其他
298,梧桐,两个旅行者，在正午的阳光里行走，寻找一棵蔓延的大树来休息。当他们躺在宜人的树叶之间仰望时，他们发现这是一棵梧桐树。梧桐树有多么无用啊！一个人说。它根本不结果子，只会用树叶乱丢乱撒。没有感激之心！梧桐树的声音说。你们躺在我凉爽的树荫下，却说我没用？,寓意：要学会感恩，尊重他人，别忘了他人的贡献，所有的努力都值得被认可。,其他
299,农夫和鹳,一只性情很单纯而且让人信任的鹤被一群欢快的鹤群叫去参观刚种植的一块田地。但派对却由于所有的鸟都被农夫的网网咬住而结束得很惨烈。鹤恳求农夫饶恕它。“求您放我走，”它恳求，“您知道，我们鹤家人是诚实的，是锦上添花的好鸟类。再者，我并不知道为什么我们该受到这种待遇”,这篇文章启发我们要乐观乐观地看待人们对待自己的方式，不必为过去去牵挂，而把握现在，把您所有的诚实和美德全都展示出来，请求别人的饶恕。,其他
300,绵羊和猪,一天，一个牧羊人在他的羊群牧草的草地上发现了一头肥猪。他很快抓住了这只猪，牧羊人一把抓住它，它就高声尖叫起来。听到这高高的尖叫声，你可能会认为它正在遭受残酷的伤害。但是，尽管它尖叫着，挣扎着想逃跑，牧羊人还是把它抱在怀里，然后走向市场上的肉商，卖掉它去换取金钱。,寓意是：人们常常被表面的情况所蒙蔽，常常误会被害者正在遭受到残酷的伤害，而实际上，事情可能并非如此。,其他
301,旅行者和皮夹,两个人一起沿着路走，其中一人捡起一个装满了东西的钱包。“多么幸运啊！”他说，“我找到了一个钱包，根据它的重量，里面一定是满满的金子。”“不要说‘我找到了一个钱包’，”他的同伴说，“要说‘我们找到了一个钱包’，还有‘我们多么幸运’。旅行者在路上的运气要是能分享，就更幸福了。”,本文寓意是：分享幸福能让生活更幸福。,其他
302,狮子和驴,一天，狮子傲然走下森林小道，动物们都恭敬地让路，一头驴发出嘲笑的言论，狮子感到一阵怒火。但当他回头看是谁说的时候，他就静静地走了。他不会为这个傻瓜表示尊重，甚至不会用爪子抚摸他一下。,这篇文章寓意是：不要用自己的傲慢或嘲笑来伤害尊严，要学会尊重他人，并超越他人的无知。,驴
303,欲王之蛙,青蛙们厌烦了自己治理自己。他们有太多的自由，以至于他们被宠坏了，他们什么也不做，只是松散地咕咕叫着，想要一个政府能够用皇家的荣耀和展示来娱乐他们，用一种能让他们觉得被统治的方式来管理他们。他们宣布没有什么能比牛奶和水还柔弱的政府更加好。,寓意是：人们对自由的过度滥用会导致无助和迷失，需要一种实质性的、有纪律的政府来维持社会的秩序和维护公正。,其他
304,枭鹰和蚱蜢,老夜猫总是在白天睡觉。当夕阳西沉的时候，当粉红色的光线从天空消失，影子慢慢地穿过树林时，老夜猫就会闹腾地，眼珠子晃动着，从古老的空木桩里走出来。现在，它妙不可言的咕咕叫声传遍了寂静的树林，它开始寻找它喜欢吃的虫子、甲虫、青蛙和其他动物。,寓意：老夜猫在黑夜里展现了它对自然的好奇和热情，督促人们重新发现大自然美好的一面，重新行使自然的权力，并发掘自然潜能的智慧。,其他
305,狼和他的影子,太阳刚刚降下，狼兴致勃勃、胃口大开，从巢穴里走出来。狼跑着，太阳的余辉把它的影子画在地上，看上去就像它有100倍大。它得意地说：“看，我有多大！好大的我，竟然连微不足道的狮子都不怕！他还是我，谁才配当王呢？”话音刚落，一个巨大的影子突然从它头顶上掠过，原来是一只鹰，远远地瞪着它，狼惊恐不已，它叹息道：哦，有时候狼的虚荣心把它领入危险。,本文的寓意是：虚荣心会让人陷入危险，因此要谨慎自律，不要过分自负。,狼
306,栎树与芦苇,一棵巨大的橡树矗立在一条小溪旁边，溪水里长着一些蔫蔫细芦苇。当风吹起时，伟大的橡树挺立在那里，百臂朝天振奋。但芦苇则在风中低头轻歌，忧伤而凄凉的歌声。“你们还是有理由抱怨了，”橡树说道，“只要微风轻轻拂过水面，你们就要低头，而我，这棵大树，却能从风中得到力量，屹立不倒。”,这篇文章的寓意是：即使处境艰难，也要坚持勇敢地正视困境，勇于拥抱挑战，并从中取得力量。,其他
307,鼠和大象,"一只老鼠正沿着国王专线旅行。考虑到它那娇小的身材和老鼠们都享有的坏名声，这只老鼠过于骄傲了。当这位老鼠先生紧紧贴着路边的沟渠走着的时候，它注意到，路面上升起了一阵骚乱，紧接着，一支盛大的游行队伍映入眼帘。那正是国王和他的随从。
国王骑在一头大象的背上，象背上装饰着十分华丽的服饰。奢华的象轿里陪着国王的是皇室猫狗。相当多的一群人紧跟在游行队伍后面。人们的注意力完全落在了对大象的敬仰上，丝毫没有主要到这只小老鼠。这伤了它的自尊。
“都是傻瓜蛋！”它扯着嗓门吼叫着。“看看我，你们马上就会忘了那笨拙的大象！让你们的眼珠子都掉出来的是它那巨大的身材，还是它那满身的皱纹？哎呀，我也跟它一样眼耳俱全，不缺胳膊不缺腿！我也和它一样重要，并且...”突然，皇家猫猫注意到了它，一瞬间，老鼠就明白了它根本没有大象那么重要。",寓意：在某些事情上与伟人相似并不会使我们变得伟大。,其他
308,男孩们和青蛙,有一天，有几个男孩在一个池塘边玩耍，池塘里住着一家青蛙。男孩们玩的游戏就是把石头扔进池塘，让它们飞跃水面。石头飞来飞去，男孩们玩得很开心；可池塘里的可怜的青蛙们吓得直发抖。最后，池塘里最大最勇敢的一只青蛙把头从水里伸了出来，它说：“就算你们怎么玩，也不要把石头扔到我身上来！”,这篇文章的寓意是：尊重他人，不要做伤害别人的事情。,青蛙
309,乌鸦和水壶,在一段乾旱天氣裡，鳥兒們幾乎很難找到喝的東西，一隻口渴的老鴉發現有一個罐子裡有點水。但是這個罐子很高而且窄口，無論怎麼樣老鴉都到不了水。可憐的它感覺就像要因口渴而死了。然後他有個主意，他拾了些小石子一顆一顆地往罐子裡丟。每下一顆石子，水就降低了一點，最後他得到了他想要的，他的口渴得到了滿足。,寓意: 即使在困難的情況下，只要堅持不懈，你最終也會成功。,其他
310,蚂蚁和蝗虫,一个晚秋的明亮日子，一家蚂蚁在温暖的阳光下忙碌不停，正在晒着他们夏天储存的谷物，这时一只饥饿的蚱蜢，手里拿着一把小提琴，谦卑地请求吃点东西。 什么！蚂蚁们惊讶地叫道，你没有为冬天储存食物吗？你夏天到底都在做什么？ 蚱蜢抱怨着说，我正在练习我的小提琴，就在夏天外面奏着欢乐的音乐！,这篇文章的寓意是：准备就是最重要的，尤其是在重大的经济改变中，要提前准备一切才可以应对突发的情况。,其他
311,牛抬着像,一尊神像正被抬向寺庙。它骑在装饰着花环和华丽饰物的驴上，由牧师和侍从组成的宏伟游行队伍跟随在它的后面穿过街头。驴走着，人们谦卑地低头或跪倒，驴以为这是为它自己所表示的荣耀。它充满了这种愚蠢的想法，骄傲自大起来，便停下蹄子，发出了疯狂的叫声。,这篇文章寓意是：骄傲常常会导致愚蠢的行为，应该谨慎自持，避免自大自满。,其他
312,乌鸦和天鹅,夜鸦见天鹅毛色白洁如雪，心生嫉妒，自认能像它一样日夜在水中游泳、潜水、吃芦苇来变成白色。于是它离开树林，飞到湖泊和沼泽里去，可日夜洗澡至濒死也改变不了羽毛的颜色，而不习惯吃水草的它变得愈发憔悴，最后饿死了。,此文蕴含着自我改变的危险和努力以求达到不可能的结果只会让自己受伤的警示。,其他
313,两只山羊,两只山羊正在山谷的悬崖上高兴地蹦蹦跳跳，碰巧在一个深深的裂缝两边遇到，这里正是一股巨大的山间湍流倾泻而出。一棵倒塌的树干成为唯一穿过裂口的方法，就算两只松鼠也不能安全地彼此擦身而过。这狭窄的小路会让最勇敢的人都战栗。不过我们的山羊就不同了，他们勇往直前，踏上了这条小路，最终惊喜地发现他们可以安全地跨越悬崖。,这篇文章寓意是：即使面对极具挑战的情况，勇敢面对困难，并保持进取心，总会有最终的成功与收获。,山羊
314,母驴负着盐荷,一个商人驮着一车货载满了盐从海边赶回家，来到一条有一个浅深浅渡口的河边。以前他们穿过这条河无事，但这一次驴子在渡口一半的时候滑倒了。最后商人还是让他站起来，但大量的盐都融化了。商人看到自己的载货比之前轻了许多，欣喜若狂，于是驴子就兴高采烈地越过了渡口。,寓意是：有时候，失去会让你受益。,驴
315,狮子和蚊子,"走开,可恶的昆虫！狮子愤怒地对一只在他头顶飞旋的蚊子说。但是蚊子一点也不受影响。你认为只是因为他们称你为国王，我就会害怕你吗？蚊子恶毒地问狮子，下一瞬间他就冲向狮子，在他的鼻子上尖锐地叮了一口。恼羞成怒的狮子激烈地击打蚊子，却只是用爪子把自己抓破了而已。",寓意是：即使你有最强大的力量，也不能改变事情的现状。,其他
316,罗得斯的跳跃,一位去过异国的男子回到家乡时，几乎不提他在外国的奇遇和伟大的事迹。他说的其中一项壮举是他在罗得斯城跳的一次非常远的跳跃。他说，没有其他人能跳得接近距离。罗得斯城有很多人看到了他的表演，可以证明他所说的是真的。一个听众说，不需要任何证人。假设这座城市就是罗得斯城，它就是他说的一样。,这篇文章的寓意是：真理不需要任何证据，一旦事实确确实实，它便无可质疑。,其他
317,鸡和宝石,一只公鸡正忙着抓挠去寻找自己和家人可以吃的东西，偶然间，他挖出了失主遗失的宝石。啊哈!公鸡说，毫无疑问，你价值不菲，失主会拿出极大的代价来找到你。但是就我来说，我宁愿拿一粒大麦谷子也不要全世界的宝石。,这篇文章的寓意是：物质财富不重要，只有家人的爱才是最宝贵的东西。,其他
318,猴子和骆驼,在为狮王举行的盛大庆祝活动中，猴子被要求跳舞以供宾客欣赏。他的舞蹈非常精彩，动物们都对他的优雅和轻盈都非常满意。猴子所受的赞美使骆驼感到妒忌。他确信自己可以像猴子一样跳得很好，甚至更好，所以他挤进了围着猴子的人群，并且站在后腿上开始跳舞，但是他不能表现出同样优雅的舞蹈。,本文给出的寓意是：妒忌乃是毁灭良知之源，节制你的欲望，做你力所能及的事。,猴子
319,狐狸和野猪,一只野猪正忙着在一棵树的树桩上磨利他的獠牙，这时一只狐狸经过了。狐狸总是在寻找能取笑他的邻居的机会。于是他假装害怕某种隐藏在地下的敌人，非常紧张地看四周。但是野猪继续着他的工作。狐狸笑着最后问道：为什么要这样做？我看不到有什么危险的。野猪回答说：“我只是准备着，比你要智慧的狐狸。”,这篇文章的寓意是：准备胜过于靠猜，谨慎胜过好奇心。,狐狸
320,驴子、狐狸和狮子,一只驴和一只狐狸成为了忘年之交，经常在一起。当驴啃新鲜的青草时，狐狸就会从附近的农场抢走一只鸡或从乳品店偷来一块奶酪。有一天，两只动物意外遇到一只狮子。驴非常害怕，但狐狸安慰它。 我来和他谈谈，它说。于是，狐狸大胆地走向狮子。诸位高人，它小声说道，你们把我的朋友驴留下来吧，给我一些东西，我就把他带走。,这篇文章的寓意是：勇敢给予，你可以得到应有的回报。,狐狸
321,飞禽野兽与蝙蝠,飞禽和野兽之间宣战了。双方都不愿退让，战斗打得十分激烈。据说，是鹅族不堪狐狸家族的尖牙迫害，而引发了这场争斗。野兽们，也有战斗的理由。老鹰总是猎食野兔，猫头鹰每天捕杀老鼠。这是一场可怕的战斗许多野兔和老鼠战死沙场。鸡和鹅丧命的也不少——然而胜利者总会停下来饱餐一顿。目前蝙蝠家族并没有公开选边站队。它们这一族非常讲政治。因此，当他们看到飞禽们开始占据优势时，就全力支持鸟类。然而，当战场形势有利于野兽时，蝙蝠们又站在野兽一边。当战争结束的时候，和平会议上，双方就蝙蝠一族的行为进行了讨论。这种欺诈手段是不能够被原谅的，飞禽和野兽们达成了共识，驱逐了蝙蝠家族。从那以后，蝙蝠们就躲藏在黑暗的塔楼和荒弃的废墟里，只在夜晚才敢飞出来。,得道多助，失道寡助。,其他
322,狮子、熊和狐狸,就像一只大熊朝着一只流浪的小孩冲去抓住一样，狮子从另一个方向跳起来，抢夺同样的猎物。两者为争夺这份宝贝而激烈战斗，直到受伤了都无法继续战斗，累得趴倒在地。就在这时，一只狐狸突然出现，抓住小孩，立刻就跑开了，而狮子和熊只无力地怒视着。它们没有料到有第三者抢了宝贝。,寓意是：在竞争中要时刻保持警惕，因为每一次都可能会有意想不到的第三者出现抢夺你的战利品。,狐狸
323,狼和羔羊,一大早，一只流浪的羊在林间小溪的岸边喝水。就在那个早晨，一只饥饿的狼从更远的地方来到溪边，捕猎什么可以吃的东西。他很快就发现了这只羊。一般来说，狼先生抓住这种美味的小块肉就不管三七二十一了，但是这只羊看起来如此无助和无辜，狼觉得他应该有个机会。,寓意: 生活中偶尔会出现善良和同情，除了普通的获取食物的目的外，也可以做出道德上正确的决定。,狼
324,狼和羊,一只狼在与熊的战斗中受伤，他无法动弹，也无法满足他的饥饿和口渴。一只绵羊经过他藏身的地方，狼叫唤他：“请帮我拿水来，也许这样我能得到坚实的食物。”“坚实的食物！”羊说，“我就是食物！如果你让我给你拿水，只会把自己洗进你的肚子里！别跟,有道德的行为能够带来社会的福祉，并能够通过帮助他人给自己带来益处。,狼
325,兔子和青蛙,你知道，野兔非常胆小，最轻微的阴影就会让它们惊恐地跑往藏身处。一次它们决定宁死不辱而生活在如此悲惨的状态。但当他们正在讨论如何最好地迎接死亡时，他们觉得听到了一些噪音，立刻便奔向兔穴。在前往的路上，他们经过一个池塘，靠岸的芦苇中有一只乌鸦在象征着死亡。,这篇文章的寓意是：即使面临最艰难的情况，生命依旧具有可贵的价值，抓住机会，不要轻易放弃希望。,青蛙
326,狐狸和鹳,狐狸有一天设计了一个计划，想以鹳的古怪样子取笑它，他对自己这个恶作剧非常满意。“你今天必须来和我共进晚餐，”他对鹳微笑着说，鹳很乐意接受邀请，及时到达，饥饿难耐。狐狸准备的晚餐是汤，但他用的是一个很浅的盘子，鹳只能把嘴唇蘸了一点，一口也喝不到。,这篇文章表达的寓意是：狡猾的狐狸通过欺骗鹳让其落入自己的陷阱，提醒我们要谨慎行事，不能轻易相信他人的言行。,狐狸
327,游客和大海,两位旅行者沿着海滩走着，远远地，他们看到有什么东西随着波浪飘来。看，一个人说，一艘大船从遥远的地方航行而来，携带着丰富的珍宝！他们看到的东西越来越靠近海岸。不，另一个人说，那不是宝藏船，那是渔夫的小船，里面有当天捕获的鲜美的鱼。这件东西越来越近——,寓意：每件事都是可以从不同角度进行解读的，取决于你怎样去看。,其他
328,狼和狮子,狼偷走了一只羔羊，正准备把它拖到它的窝里吃掉，但当他遇到一只狮子时，他的计划彻底改变了，狮子毫无理由地把羔羊从他手中抢走了。 狼急忙跑开到一个安全的距离，然后以一种受到侮辱的口吻说：你没有权利这样抢我的财产！ 狮子回头看了看，可是因为狼的言语虚无，所以他却并没有做出任何反应。,这篇文章寓意：强者对弱者的抢夺可能会得到抗议，但也可能会遭到无视。,狼
329,雄鹿和他的倒影,一头鹿正在从水晶般的泉水中饮水，它在清澈的水中看到了自己的倒影。它非常欣赏自己鹿角的优美弧度，但却为自己纤细的腿而羞愧。它嘟囔道：“怎么会有这样的不幸，我的头顶多么美丽，可腿却这么细弱。”就在这时，它嗅到了一只豹子，它旋即窜出森林。可是，它腿弱的身躯又让它陷入了困境。,这篇文章的寓意是：不要把自己的缺点看的太重，也要谨慎地珍惜你所拥有的优点，这样才能让自己有能力应对挑战。,其他
330,孔雀,据说孔雀最初没有羽毛，也就是他现在如此自豪的美丽羽毛。朱诺(Juno)，他的宠物，有一天答应他，给他一个羽毛的尾巴，让他跟其他鸟区分开来。然后，他戴上了华美，闪耀着绿宝石，金色，紫色和蔚蓝，傲然走进了鸟群中。所有的鸟都嫉妒他。即使是最漂亮的鸟类，也无法和他的颜色和光彩相比。,本文暗示，原本的优势和特色可以帮助一个人成为众人瞩目的焦点，即使是最强大的对手，也无法匹敌。,其他
331,老鼠和黄鼠狼,鼬鼠和老鼠总是相互矛盾。每次战斗都是鼬鼠获得了胜利，而老鼠也被他们大量地吃掉作为第二天的晚餐。 绝望的老鼠召开了一次会议，在会上他们决定，老鼠军队之所以总是败在对手手中，是因为他们没有领导人。于是他们从最著名的老鼠中挑选了大量的将军和指挥官。为了帮助他们应对鼬鼠的威胁，他们还进行了军事训练。,寓意: 在面对困境时，唯有组织有效的领导和合理的计划，才能获得成功。,狼
332,狼和瘦狗,一个晚上，一只狼在一个村庄附近游荡，遇到了一条狗。这只狗极其瘦弱，以致游狼原本要嗤之以鼻的，只是此刻他比平时更饥饿，所以他就朝狗走了过去，而狗则一直向后退。狗打断他的话说：“请阁下恕我提醒，此刻吃我是多么的不好受，看看我的肋骨多么锋利，我只是想和阁下共处，求求你考虑考虑吧！”,本文寓意：当你面临困难时，不要过于自私，要想想他人的感受，尊重别人的生活权利，让大家一起和平共处。,狼
333,狐狸和狮子,一只还从来没有见过狮子的幼狐狸在森林里碰巧遇到了一只狮子。一眼望去，就让狐狸七荤八素地朝着最近的藏身处直冲而去。第二次见到狮子时，狐狸站在一棵树后面看了一会儿以后，匆忙逃走了。但是第三次，狐狸大胆地走到狮子面前，一点也不害怕，说：“嗨，老伙计，你好啊！”,这篇文章的寓意是要我们敢于勇敢地面对恐惧，把它变成自信。,狐狸
334,狮子和驴子,狮子和驴子约定一起去打猎。在搜索猎物的过程中，猎人们看到许多野山羊跑进了一个洞穴，于是他们就制定了捉拿它们的计划。驴子要进入洞穴把羊赶出来，而狮子则站在入口处准备把它们打倒。计划运作得非常好。驴子在洞穴里发出了令人恐惧的嘶叫，用尽全力害怕逃走的羊群，而狮子就等着猎物逃出洞穴。,这篇文章强调了团队合作的重要性：一个人无法完成复杂的任务，但如果把所有人的优势汇集起来，就可以取得更好的结果。,驴
335,狗和主人的晚餐,一只狗学会每天把主人的晚餐拿给他。他很忠于他的职责，尽管篮子里美味的气息诱惑着他。附近的狗注意到他拿篮子，很快就发现里面有什么。它们试图从他手里抢了篮子，但他总是忠实地看守着。有一天，附近的狗聚在一起，把他拿着篮子拦住了。狗试图从它们身边逃跑，但他仍然小心翼翼地把篮子交给主人。,这篇文章寓意是：忠诚的行为会得到丰厚的回报，尽管会遇到诱惑和挑战。,狗
336,虚荣的杰克鹳和他借来的羽毛,一只杰克道鸦碰巧飞过国王宫殿的花园。他惊叹并憧憬地看到一群华丽外表的皇家孔雀在这里。现在这只黑色的杰克道鸦并不是一只很漂亮的鸟，也不是很文雅的鸟。然而，他认为自己加入孔雀的社会需要的就是和孔雀一样的装束。于是，他拾起了孔雀的一些抛弃的羽毛，贴在自己的黑色羽毛上，变得跟其他孔雀一样漂亮。,寓意: 要做到完全融入某种文化，只需要去获取这种文化里的知识，并学会表现出相同的外表特征即可。,其他
337,猴子和海豚,很久以前，有一艘前往雅典的希腊船只在雅典港口毗拉约斯海岸附近沉没了。如果不是当时非常友善的海豚，特别是雅典人的海豚，所有人都会灭亡。但是海豚把沉船的人搭在他们的背上，游到岸上。希腊人在航行时习惯把宠物猴子和狗带上。所以当海豚看到一只猴子在水里挣扎时，他们也把它帮到了岸上。,这篇文章的寓意是：友谊可以战胜任何障碍，人类要记住回报友谊和非人类朋友的恩情。,猴子
338,狼和驴子,一只驴在森林旁边的草坪上喂食，他看到沿着篱笆的阴影里潜伏着一只狼。他很容易猜到狼的想法，想出了一个计划来拯救自己。所以他假装自己是跛脚，开始痛苦地搖晃。当狼走近时，他问驴是什么让他变成跛脚，驴回答说他踩到一根尖刺。求求你帮我拔出来，狼同情地帮他拔除了尖刺。,本文的寓意是，智慧胜过力量，勇敢者才能实现自己的目标。,狼
339,猴子和猫,从前，一只猫和一只猴子住在同一个房子里，作为宠物。它们是好朋友，而且总是一起搞各种捣乱。它们最想做的，似乎是弄到点什么吃的，而这其中的方法并不重要。一天，它们坐在火炉旁，看着火炉上烤着的栗子。“怎么弄到它们呢？”这是一个问题。“我很乐意弄到它们，”狡猾的猴子说，“但是我不知道怎么做。”,这篇文章寓意是: 不管做什么，勇气和有趣的想法是成功的关键。,猫
340,狗和狐狸,有些狗发现了一只狮子的皮，用牙齿激烈地撕扯起来。一只狐狸碰巧见到了，嘲笑地笑了起来。如果那只狮子还活着，它说，情况是截然不同的。它会让你感受到，它的爪子要比你的牙齿锋利得多。,寓意是：不要小瞧别人，因为前景可能会完全不同。,狐狸
341,狗和皮革,一群饥饿的狗看到江底有很多的兽皮，这些皮由制革工放在里面浸泡。对于一只饥饿的狗来说，好的兽皮可以构成一顿美味的大餐，可是水太深了，狗们在岸上拿不到兽皮。于是它们开了会议，决定最好的办法就是喝掉这条河。 狗们都开始用力地舔着水，但是它们喝了又喝，整条河又没有变得比以前少。,这篇文章的寓意是：不可能有过于荒谬的想法。,狗
342,兔子、黄鼠狼和猫,一天，兔子离开家出去吃甜苷草晚餐。但是他忘记锁上房门，当他不在时，黄鼠狼走了进去，悠然地在里面安了家。当兔子回来时，黄鼠狼的鼻子伸出兔子自己的门口，嗅着美妙的空气。兔子非常生气，要求黄鼠狼搬走。但是黄鼠狼很满足，他准备住下来了。一只聪明的狐狸见到了这个场景，断定这是一场比赛。,这篇文章寓意是：千万不要任意掉以轻心，无论是失去拥有的东西，还是发现有人替你布置家具，都说明你已经高估了他们的能力和诚意。,狼
343,熊和蜜蜂,一只熊在森林里四处搜寻浆果，突然发现了一棵掉落的树上有一群蜜蜂储存了蜂蜜。熊谨慎地在树桩周围查看蜜蜂是否在家。正在此时，一只蜜蜂从三叶草场带着糖果货物回来了。猜熊想要什么，蜜蜂立马就朝他飞过去，狠狠地叮了他一下后就钻进了树洞里，熊被吓坏了，不知道是因为蜜蜂还是他自己的贪婪。,这篇文章寓意：贪婪会让你付出惨痛的代价。,其他
344,狐狸和豹,狐狸和豹子暂停懒惰地在一顿丰盛的晚餐后，通过争论他们的美丽来娱乐自己。豹子非常自豪于他的有光泽的斑纹外衣，并对狐狸进行了鄙夷，称他的外表很普通。狐狸则以他的白尾巴而自豪，但他很聪明，知道他不能匹敌豹子的美貌。然而，他仍然保持着一种讽刺性的态度，用一个谜语把它们的争论提升到一个新的水平。,本文强调了不同物种的尊重，象征着多元文化的伦理价值观，表明它们之间可以有所不同，但又可以和谐相处。,狐狸
345,鹭,一只白鹭沿着河流岸边悠闲地行走，目光注视着清澈的水面，又长长的脖子和尖尖的喙随时准备抓住可能的早餐悉食。清澈的水里游来游去的鱼类可多了，可是这个早晨，白鹭先生可不乐意，他说：“小小的什么也不要，比起白鹭来，这点食物也太少了吧！”,这篇文章的寓意是：思想要有放宽的视野，不要因一时失色而急躁放弃自己的目标。,其他
346,鸡和狐狸,某个明亮的傍晚，太阳正在美丽世界的天空中沉没，一只聪明的老公鸡飞上树上落巢休息。在安歇之前，它拍动翅膀三下，高声唱起。但正当他把头埋进羽毛里准备睡觉时，它炯炯有神的眼睛看到了一丝红色和一瞥长长的尖鼻子，而 fox 先生正站在他的下面。“你听说了吗？”,这篇文章寓意是：即使明亮的时光结束了，有些危险仍可能突然出现，所以要时刻提高警惕。,狐狸
